locus_tag	ftype	length_bp	gene	EC_number	COG	product
ECADFAHP_00344	CDS	327				hypothetical protein
ECADFAHP_00345	CDS	1032	nagZ	3.2.1.52	COG1472	Beta-hexosaminidase
ECADFAHP_00346	CDS	1110	ynaI		COG0668	Low conductance mechanosensitive channel YnaI
ECADFAHP_00347	CDS	567	hpt	2.4.2.8	COG0634	Hypoxanthine phosphoribosyltransferase
ECADFAHP_00348	CDS	3600	addA	3.1.-.-	COG1074	ATP-dependent helicase/nuclease subunit A
ECADFAHP_00349	CDS	2850				hypothetical protein
ECADFAHP_00350	CDS	1119	selU	2.9.1.-	COG2603	tRNA 2-selenouridine synthase
ECADFAHP_00351	CDS	567				hypothetical protein
ECADFAHP_00352	CDS	750	etfB			Electron transfer flavoprotein subunit beta
ECADFAHP_00353	CDS	927	etfA		COG2025	Electron transfer flavoprotein subunit alpha
ECADFAHP_00354	CDS	2847	rne	3.1.26.12	COG1530	Ribonuclease E
ECADFAHP_00355	CDS	681				hypothetical protein
ECADFAHP_00356	CDS	1236	lolE_1		COG4591	Lipoprotein-releasing system transmembrane protein LolE
ECADFAHP_00357	CDS	687	lolD_1	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
ECADFAHP_00358	CDS	1260	lolE_2		COG4591	Lipoprotein-releasing system transmembrane protein LolE
ECADFAHP_00359	CDS	2355	comEC		COG0658	ComE operon protein 3
ECADFAHP_00360	CDS	621	tolQ_2		COG0811	Protein TolQ
ECADFAHP_00361	CDS	453	exbD_2		COG0848	Biopolymer transport protein ExbD
ECADFAHP_00362	CDS	1791	msbA_1	3.6.3.-	COG1132	Lipid A export ATP-binding/permease protein MsbA
ECADFAHP_00363	CDS	993	lpxK	2.7.1.130	COG1663	Tetraacyldisaccharide 4'-kinase
ECADFAHP_00364	CDS	189				hypothetical protein
ECADFAHP_00365	CDS	747	kdsB	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
ECADFAHP_00366	CDS	516	yfkJ	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase YfkJ
ECADFAHP_00367	CDS	1005	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
ECADFAHP_00368	CDS	723	gacA			Response regulator GacA
ECADFAHP_00369	CDS	1893	uvrC		COG0322	UvrABC system protein C
ECADFAHP_00370	CDS	549	pgsA	2.7.8.5	COG0558	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
ECADFAHP_00371	tRNA	76				tRNA-Gly(gcc)
ECADFAHP_00372	tRNA	74				tRNA-Cys(gca)
ECADFAHP_00373	tRNA	87				tRNA-Leu(taa)
ECADFAHP_00374	CDS	2547				hypothetical protein
ECADFAHP_00375	CDS	1290				hypothetical protein
ECADFAHP_00376	CDS	624				hypothetical protein
ECADFAHP_00377	CDS	1416	mleN_2		COG1757	Malate-2H(+)/Na(+)-lactate antiporter
ECADFAHP_00378	CDS	1584	cyaA_2	4.6.1.1	COG2114	Adenylate cyclase 1
ECADFAHP_00379	CDS	327	glpE	2.8.1.1	COG0607	Thiosulfate sulfurtransferase GlpE
ECADFAHP_00380	CDS	429				hypothetical protein
ECADFAHP_00381	CDS	1581	abgT		COG2978	p-aminobenzoyl-glutamate transport protein
ECADFAHP_00382	CDS	1335	dhmA2_1	3.8.1.5		Haloalkane dehalogenase 2
ECADFAHP_00383	CDS	1170	argD	2.6.1.11	COG4992	Acetylornithine aminotransferase
ECADFAHP_00384	CDS	651	msrA	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
ECADFAHP_00385	CDS	1131				hypothetical protein
ECADFAHP_00386	CDS	894				hypothetical protein
ECADFAHP_00387	CDS	792				hypothetical protein
ECADFAHP_00388	CDS	975	cysB			HTH-type transcriptional regulator CysB
ECADFAHP_00389	CDS	726	cysH	1.8.4.8	COG0175	Phosphoadenosine phosphosulfate reductase
ECADFAHP_00390	CDS	618	thrH	3.1.3.3	COG0560	Phosphoserine phosphatase ThrH
ECADFAHP_00391	CDS	1416	pabB	2.6.1.85	COG0147	Aminodeoxychorismate synthase component 1
ECADFAHP_00392	CDS	1173	roxA	1.14.11.47	COG2850	50S ribosomal protein L16 3-hydroxylase
ECADFAHP_00393	CDS	1377	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
ECADFAHP_00394	CDS	1140	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
ECADFAHP_00395	CDS	450	nudJ	3.6.1.-		Phosphatase NudJ
ECADFAHP_00396	CDS	513	moaC	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
ECADFAHP_00397	CDS	255	moaD		COG1977	Molybdopterin synthase sulfur carrier subunit
ECADFAHP_00398	CDS	465	moaE	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit
ECADFAHP_00399	CDS	540	rluE	5.4.99.20	COG1187	Ribosomal large subunit pseudouridine synthase E
ECADFAHP_00400	CDS	354	cspD		COG1278	Cold shock-like protein CspD
ECADFAHP_00401	CDS	450	clpS		COG2127	ATP-dependent Clp protease adapter protein ClpS
ECADFAHP_00402	CDS	2295	clpA		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
ECADFAHP_00403	CDS	219	infA		COG0361	Translation initiation factor IF-1
ECADFAHP_00404	CDS	720	bpt	2.3.2.29	COG2935	Aspartate/glutamate leucyltransferase
ECADFAHP_00405	CDS	825	aat	2.3.2.6	COG2360	Leucyl/phenylalanyl-tRNA--protein transferase
ECADFAHP_00406	CDS	948		4.3.1.9	COG0492	Glucosaminate ammonia-lyase
ECADFAHP_00407	CDS	2271	ftsK		COG1674	DNA translocase FtsK
ECADFAHP_00408	CDS	660	lolA		COG2834	Outer-membrane lipoprotein carrier protein
ECADFAHP_00409	CDS	378	crcB		COG0239	Putative fluoride ion transporter CrcB
ECADFAHP_00410	CDS	1278	serS	6.1.1.11	COG0172	Serine--tRNA ligase
ECADFAHP_00411	CDS	1401	cysG		COG0007	Siroheme synthase
ECADFAHP_00412	CDS	339	tusE	2.8.1.-	COG2920	Sulfurtransferase TusE
ECADFAHP_00413	CDS	291	tusB		COG2168	Protein TusB
ECADFAHP_00414	CDS	360	dsrF		COG2923	Intracellular sulfur oxidation protein DsrF
ECADFAHP_00415	CDS	390	dsrE	2.8.1.-	COG1553	Putative sulfurtransferase DsrE
ECADFAHP_00416	CDS	672	yccA		COG0670	Modulator of FtsH protease YccA
ECADFAHP_00417	tRNA	90				tRNA-Ser(tga)
ECADFAHP_00418	CDS	2253	prc	3.4.21.102	COG0793	Tail-specific protease
ECADFAHP_00419	CDS	1209	xerC_1			Tyrosine recombinase XerC
ECADFAHP_00420	CDS	804	modA		COG0725	Molybdate-binding protein ModA
ECADFAHP_00421	CDS	690	cysT		COG0555	Sulfate transport system permease protein CysT
ECADFAHP_00422	CDS	1074	cysA	3.6.3.25	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
ECADFAHP_00423	CDS	792	mopA		COG2005	Molybdenum-pterin-binding protein MopA
ECADFAHP_00424	CDS	1050				hypothetical protein
ECADFAHP_00425	CDS	198				hypothetical protein
ECADFAHP_00426	CDS	276				hypothetical protein
ECADFAHP_00427	CDS	102				hypothetical protein
ECADFAHP_00428	CDS	1365	garB	1.8.1.16		Glutathione amide reductase
ECADFAHP_00429	CDS	651				hypothetical protein
ECADFAHP_00430	CDS	1140	lhgO	1.1.3.15	COG0579	L-2-hydroxyglutarate oxidase LhgO
ECADFAHP_00431	CDS	1068	holB	2.7.7.7	COG0470	DNA polymerase III subunit delta'
ECADFAHP_00432	CDS	621	tmk	2.7.4.9	COG0125	Thymidylate kinase
ECADFAHP_00433	CDS	1041	mltG	4.2.2.-	COG1559	Endolytic murein transglycosylase
ECADFAHP_00434	CDS	885	pabC	4.1.3.38	COG0115	Aminodeoxychorismate lyase
ECADFAHP_00435	CDS	1242	fabF	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
ECADFAHP_00436	CDS	234	acpP_1		COG0236	Acyl carrier protein
ECADFAHP_00437	CDS	744	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
ECADFAHP_00438	CDS	939	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
ECADFAHP_00439	CDS	987	plsX	2.3.1.-	COG0416	Phosphate acyltransferase
ECADFAHP_00440	CDS	180	rpmF		COG0333	50S ribosomal protein L32
ECADFAHP_00441	CDS	531	yceD		COG1399	Large ribosomal RNA subunit accumulation protein YceD
ECADFAHP_00442	CDS	984	rluC	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
ECADFAHP_00443	CDS	1833	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
ECADFAHP_00444	CDS	1944	htpG		COG0326	Chaperone protein HtpG
ECADFAHP_00445	CDS	1359				hypothetical protein
ECADFAHP_00446	CDS	615				hypothetical protein
ECADFAHP_00447	CDS	408				hypothetical protein
ECADFAHP_00448	CDS	531	tolQ_3		COG0811	Protein TolQ
ECADFAHP_00449	CDS	1386				hypothetical protein
ECADFAHP_00450	CDS	804				hypothetical protein
ECADFAHP_00451	CDS	873	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
ECADFAHP_00452	CDS	1170	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
ECADFAHP_00453	CDS	1449	lpd	1.8.1.4		Dihydrolipoyl dehydrogenase
ECADFAHP_00454	CDS	1203	sucB	2.3.1.61	COG0508	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
ECADFAHP_00455	CDS	2832	sucA	1.2.4.2	COG0567	2-oxoglutarate dehydrogenase E1 component
ECADFAHP_00456	CDS	708	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
ECADFAHP_00457	CDS	1773	sdhA_1	1.3.5.1	COG1053	Succinate dehydrogenase flavoprotein subunit
ECADFAHP_00458	CDS	369	sdhD_1		COG2142	Succinate dehydrogenase hydrophobic membrane anchor subunit
ECADFAHP_00459	CDS	375	sdhC_1		COG2009	Succinate dehydrogenase cytochrome b556 subunit
ECADFAHP_00460	CDS	1275	gltA_1	2.3.3.16	COG0372	Citrate synthase
ECADFAHP_00461	CDS	1620				hypothetical protein
ECADFAHP_00462	CDS	156				hypothetical protein
ECADFAHP_00463	CDS	192				hypothetical protein
ECADFAHP_00464	CDS	360	arnE			4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
ECADFAHP_00465	CDS	663		2.4.-.-		putative glycosyltransferase
ECADFAHP_00466	CDS	1689				hypothetical protein
ECADFAHP_00467	CDS	744				hypothetical protein
ECADFAHP_00468	CDS	849	wbbL_1	2.4.1.289	COG1216	N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase
ECADFAHP_00469	CDS	984	oleD	1.1.1.412	COG0451	2-alkyl-3-oxoalkanoate reductase
ECADFAHP_00470	CDS	873	rfbA	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 1
ECADFAHP_00471	CDS	546	rmlC	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
ECADFAHP_00472	CDS	963	rmlD_1	1.1.1.133		dTDP-4-dehydrorhamnose reductase
ECADFAHP_00473	CDS	1077	rffG	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase 2
ECADFAHP_00474	CDS	1443				hypothetical protein
ECADFAHP_00475	CDS	519			COG3245	Cytochrome c5
ECADFAHP_00476	CDS	378			COG3245	Cytochrome c5
ECADFAHP_00477	CDS	1524	comM_1		COG0606	Competence protein ComM
ECADFAHP_00478	CDS	264				hypothetical protein
ECADFAHP_00479	CDS	156				hypothetical protein
ECADFAHP_00480	CDS	339	glnK_1		COG0347	Nitrogen regulatory protein P-II 2
ECADFAHP_00481	CDS	1266	amtB_1			Ammonia channel
ECADFAHP_00482	CDS	1326		3.1.4.-	COG2206	Cyclic di-GMP phosphodiesterase
ECADFAHP_00483	CDS	840	rsmE_1	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
ECADFAHP_00484	CDS	849	metF_1	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
ECADFAHP_00485	CDS	1404	ahcY_1	3.3.1.1		Adenosylhomocysteinase
ECADFAHP_00486	CDS	1161	metK_1	2.5.1.6	COG0192	S-adenosylmethionine synthase
ECADFAHP_00487	CDS	1005	bigR		COG0640	Biofilm growth-associated repressor
ECADFAHP_00488	CDS	2007	tktA	2.2.1.1	COG0021	Transketolase 1
ECADFAHP_00489	CDS	1020	epd	1.2.1.72	COG0057	D-erythrose-4-phosphate dehydrogenase
ECADFAHP_00490	CDS	1191	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
ECADFAHP_00491	CDS	1044	cbbA	4.1.2.13		Fructose-bisphosphate aldolase
ECADFAHP_00492	CDS	969		3.1.1.23	COG2267	Monoacylglycerol lipase
ECADFAHP_00493	CDS	1230	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
ECADFAHP_00494	CDS	1413		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
ECADFAHP_00495	CDS	210	scoF_1		COG1278	Cold shock protein ScoF
ECADFAHP_00496	CDS	672	rpiA_1	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
ECADFAHP_00497	CDS	873	psd_1	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
ECADFAHP_00498	CDS	990	rsgA_1	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
ECADFAHP_00499	CDS	555	orn_1	3.1.-.-	COG1949	Oligoribonuclease
ECADFAHP_00500	CDS	1080	queG_1	1.17.99.6	COG1600	Epoxyqueuosine reductase
ECADFAHP_00501	CDS	1140	ybdL_1	2.6.1.88	COG0436	Methionine aminotransferase
ECADFAHP_00502	CDS	1392	tolC_1		COG1538	Outer membrane protein TolC
ECADFAHP_00503	CDS	1164				hypothetical protein
ECADFAHP_00504	CDS	1065	aroF_1	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
ECADFAHP_00505	CDS	540				hypothetical protein
ECADFAHP_00506	CDS	660	sspA_1		COG0625	Stringent starvation protein A
ECADFAHP_00507	CDS	771	yiaD_1		COG2885	putative lipoprotein YiaD
ECADFAHP_00508	CDS	708	baeR		COG0745	Transcriptional regulatory protein BaeR
ECADFAHP_00509	CDS	2184	arlS	2.7.13.3	COG0642	Signal transduction histidine-protein kinase ArlS
ECADFAHP_00510	CDS	564				hypothetical protein
ECADFAHP_00511	CDS	279	ppiC	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase C
ECADFAHP_00512	CDS	627	nudF	3.6.1.13		ADP-ribose pyrophosphatase
ECADFAHP_00513	CDS	570				hypothetical protein
ECADFAHP_00514	CDS	819	cpdA_1	3.1.4.53	COG1409	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
ECADFAHP_00515	CDS	687				hypothetical protein
ECADFAHP_00516	CDS	1920	parE	5.99.1.3	COG0187	DNA topoisomerase 4 subunit B
ECADFAHP_00517	CDS	2268	parC	5.99.1.3	COG0188	DNA topoisomerase 4 subunit A
ECADFAHP_00518	CDS	1443				hypothetical protein
ECADFAHP_00519	CDS	1320	csrD			RNase E specificity factor CsrD
ECADFAHP_00520	CDS	573	efp		COG0231	Elongation factor P
ECADFAHP_00521	CDS	957	epmA	6.3.1.-	COG2269	Elongation factor P--(R)-beta-lysine ligase
ECADFAHP_00522	CDS	864	dat	2.6.1.21		D-alanine aminotransferase
ECADFAHP_00523	CDS	507				hypothetical protein
ECADFAHP_00524	CDS	2229	icd2	1.1.1.42		Isocitrate dehydrogenase [NADP] 2
ECADFAHP_00525	CDS	1065				hypothetical protein
ECADFAHP_00526	CDS	393				hypothetical protein
ECADFAHP_00527	CDS	1497	nhaD			Na(+)/H(+) antiporter NhaD
ECADFAHP_00528	CDS	612	rhtB		COG1280	Homoserine/homoserine lactone efflux protein
ECADFAHP_00529	CDS	444				hypothetical protein
ECADFAHP_00530	CDS	1293	yjcS_1	3.1.6.-	COG2015	Putative alkyl/aryl-sulfatase YjcS
ECADFAHP_00531	CDS	1008				hypothetical protein
ECADFAHP_00532	CDS	1605				hypothetical protein
ECADFAHP_00533	CDS	966	pkn1_1	2.7.11.1	COG0515	Serine/threonine-protein kinase pkn1
ECADFAHP_00534	CDS	414				hypothetical protein
ECADFAHP_00535	CDS	1839	qgdA_1	1.1.9.1		Quinohemoprotein alcohol dehydrogenase ADH-IIG
ECADFAHP_00536	CDS	333			COG3245	Cytochrome c5
ECADFAHP_00537	CDS	480				hypothetical protein
ECADFAHP_00538	CDS	861	surE	3.1.3.5	COG0496	5'-nucleotidase SurE
ECADFAHP_00539	CDS	822	hel		COG2503	Lipoprotein E
ECADFAHP_00540	CDS	876		1.1.99.3		Gluconate 2-dehydrogenase cytochrome c subunit
ECADFAHP_00541	CDS	486	cycF			Cytochrome c-554
ECADFAHP_00542	CDS	1092	ybhS		COG0842	putative multidrug ABC transporter permease YbhS
ECADFAHP_00543	CDS	765	drrA	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
ECADFAHP_00544	CDS	273				hypothetical protein
ECADFAHP_00545	CDS	399				hypothetical protein
ECADFAHP_00546	CDS	2109	pepO	3.4.24.-	COG3590	Neutral endopeptidase
ECADFAHP_00547	CDS	633				hypothetical protein
ECADFAHP_00548	CDS	558	yceJ_1		COG3038	Cytochrome b561 
ECADFAHP_00549	CDS	1230	thrC_1	4.2.3.1	COG0498	Threonine synthase
ECADFAHP_00550	CDS	219				hypothetical protein
ECADFAHP_00551	CDS	312				hypothetical protein
ECADFAHP_00552	CDS	309				hypothetical protein
ECADFAHP_00553	CDS	1386				hypothetical protein
ECADFAHP_00554	CDS	423				hypothetical protein
ECADFAHP_00555	CDS	654	yfcG_1	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
ECADFAHP_00556	CDS	648				hypothetical protein
ECADFAHP_00557	CDS	1005				hypothetical protein
ECADFAHP_00558	CDS	990				hypothetical protein
ECADFAHP_00559	CDS	3219	dnaE2	2.7.7.7		Error-prone DNA polymerase
ECADFAHP_00560	CDS	498				hypothetical protein
ECADFAHP_00561	CDS	921				hypothetical protein
ECADFAHP_00562	CDS	1500	imuB			Protein ImuB
ECADFAHP_00563	CDS	696	sulA			Cell division inhibitor SulA
ECADFAHP_00564	CDS	105				hypothetical protein
ECADFAHP_00565	CDS	600		6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
ECADFAHP_00566	CDS	315	zapA		COG3027	Cell division protein ZapA
ECADFAHP_00567	CDS	207				hypothetical protein
ECADFAHP_00568	CDS	1323	pepP	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
ECADFAHP_00569	CDS	1266	ubiH	1.14.13.-	COG0654	2-octaprenyl-6-methoxyphenol hydroxylase
ECADFAHP_00570	CDS	408				hypothetical protein
ECADFAHP_00571	CDS	465		4.2.1.17	COG2030	putative enoyl-CoA hydratase 1
ECADFAHP_00572	CDS	1236	ubiI	1.14.13.-	COG0654	2-octaprenylphenol hydroxylase
ECADFAHP_00573	CDS	687				hypothetical protein
ECADFAHP_00574	CDS	1398				hypothetical protein
ECADFAHP_00575	CDS	831				hypothetical protein
ECADFAHP_00576	CDS	2367	ttgE			Toluene efflux pump membrane transporter TtgE
ECADFAHP_00577	CDS	189				hypothetical protein
ECADFAHP_00578	CDS	708				hypothetical protein
ECADFAHP_00579	CDS	1830	msbA_2	3.6.3.-	COG1132	Lipid A export ATP-binding/permease protein MsbA
ECADFAHP_00580	CDS	633				hypothetical protein
ECADFAHP_00581	CDS	2241				hypothetical protein
ECADFAHP_00582	CDS	351				hypothetical protein
ECADFAHP_00583	CDS	1080	mscK		COG3264	Mechanosensitive channel MscK
ECADFAHP_00584	CDS	1581	yhaP		COG1668	putative protein YhaP
ECADFAHP_00585	CDS	945	natA		COG4555	ABC transporter ATP-binding protein NatA
ECADFAHP_00586	CDS	2181				hypothetical protein
ECADFAHP_00587	CDS	1290			COG1680	putative protein
ECADFAHP_00588	CDS	975		3.5.2.6		Metallo-beta-lactamase type 2
ECADFAHP_00589	CDS	1350	rarA		COG2256	Replication-associated recombination protein A
ECADFAHP_00590	CDS	495				hypothetical protein
ECADFAHP_00591	CDS	306				hypothetical protein
ECADFAHP_00592	CDS	900	ywaD	3.4.11.6	COG2234	Aminopeptidase YwaD
ECADFAHP_00593	CDS	249				hypothetical protein
ECADFAHP_00594	CDS	1536	yliI_1	1.1.5.-	COG2133	Aldose sugar dehydrogenase YliI
ECADFAHP_00595	CDS	468	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
ECADFAHP_00596	CDS	351				hypothetical protein
ECADFAHP_00597	CDS	429				hypothetical protein
ECADFAHP_00598	CDS	1215		4.2.1.156	COG4948	L-talarate/galactarate dehydratase
ECADFAHP_00599	CDS	438				hypothetical protein
ECADFAHP_00600	CDS	231				hypothetical protein
ECADFAHP_00601	CDS	246				hypothetical protein
ECADFAHP_00602	CDS	1437	gltB_1	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
ECADFAHP_00603	CDS	4560	gltB_2	1.4.7.1		Ferredoxin-dependent glutamate synthase 1
ECADFAHP_00604	CDS	585	hcrC_1	1.3.7.9		4-hydroxybenzoyl-CoA reductase subunit gamma
ECADFAHP_00605	CDS	2424	xdhA	1.17.1.4	COG1529	Putative xanthine dehydrogenase molybdenum-binding subunit XdhA
ECADFAHP_00606	CDS	996	hcrB_1	1.3.7.9		4-hydroxybenzoyl-CoA reductase subunit beta
ECADFAHP_00607	CDS	768				hypothetical protein
ECADFAHP_00608	CDS	417				hypothetical protein
ECADFAHP_00609	CDS	996	cuyA	4.4.1.25		L-cysteate sulfo-lyase
ECADFAHP_00610	CDS	1218			COG0823	putative protein
ECADFAHP_00611	CDS	3435	lieA	3.4.24.-		Leupeptin-inactivating enzyme 1
ECADFAHP_00612	CDS	1038	glpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, periplasmic
ECADFAHP_00613	CDS	1710	ccp_1	1.11.1.5	COG1858	Cytochrome c551 peroxidase
ECADFAHP_00614	CDS	2496	btuB_1			Vitamin B12 transporter BtuB
ECADFAHP_00615	CDS	693	csgA			C-factor
ECADFAHP_00616	CDS	681				hypothetical protein
ECADFAHP_00617	CDS	552				hypothetical protein
ECADFAHP_00618	CDS	1230				hypothetical protein
ECADFAHP_00619	CDS	945	yhbE		COG0697	putative inner membrane transporter YhbE
ECADFAHP_00620	CDS	2007				hypothetical protein
ECADFAHP_00621	CDS	930	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
ECADFAHP_00622	CDS	444				hypothetical protein
ECADFAHP_00623	CDS	681	esiB_1			Secretory immunoglobulin A-binding protein EsiB
ECADFAHP_00624	CDS	651				hypothetical protein
ECADFAHP_00625	CDS	504				hypothetical protein
ECADFAHP_00626	CDS	612				hypothetical protein
ECADFAHP_00627	CDS	1257				hypothetical protein
ECADFAHP_00628	CDS	465				hypothetical protein
ECADFAHP_00629	CDS	420				hypothetical protein
ECADFAHP_00630	CDS	264				hypothetical protein
ECADFAHP_00631	CDS	1134	vgb_1	4.2.99.-		Virginiamycin B lyase
ECADFAHP_00632	CDS	879				hypothetical protein
ECADFAHP_00633	CDS	543				hypothetical protein
ECADFAHP_00634	CDS	1161				hypothetical protein
ECADFAHP_00635	CDS	759				hypothetical protein
ECADFAHP_00636	CDS	1875				hypothetical protein
ECADFAHP_00637	CDS	3483				hypothetical protein
ECADFAHP_00638	CDS	1071	ldh	1.4.1.9		Leucine dehydrogenase
ECADFAHP_00639	CDS	867				hypothetical protein
ECADFAHP_00640	CDS	1290				hypothetical protein
ECADFAHP_00641	CDS	354				hypothetical protein
ECADFAHP_00642	CDS	2229	glcB	2.3.3.9	COG2225	Malate synthase G
ECADFAHP_00643	CDS	462	decR		COG1522	DNA-binding transcriptional activator DecR
ECADFAHP_00644	CDS	1710	csd_1	2.8.1.7		putative cysteine desulfurase
ECADFAHP_00645	CDS	1122				hypothetical protein
ECADFAHP_00646	CDS	936	hpcH	4.1.2.52	COG3836	4-hydroxy-2-oxo-heptane-1,7-dioate aldolase
ECADFAHP_00647	CDS	1776				hypothetical protein
ECADFAHP_00648	CDS	678				hypothetical protein
ECADFAHP_00649	CDS	816				hypothetical protein
ECADFAHP_00650	CDS	966				hypothetical protein
ECADFAHP_00651	CDS	2364	quiA_1	1.1.5.8	COG4993	Quinate/shikimate dehydrogenase (quinone)
ECADFAHP_00652	CDS	1623				hypothetical protein
ECADFAHP_00653	CDS	909	ytrB_1		COG1131	ABC transporter ATP-binding protein YtrB
ECADFAHP_00654	CDS	429	ytrA_1		COG1725	HTH-type transcriptional repressor YtrA
ECADFAHP_00655	CDS	966	albA	1.21.98.-	COG0535	Antilisterial bacteriocin subtilosin biosynthesis protein AlbA
ECADFAHP_00656	CDS	1065	arsM	2.1.1.137		Arsenite methyltransferase
ECADFAHP_00657	CDS	483				hypothetical protein
ECADFAHP_00658	CDS	1485	fadD_1	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
ECADFAHP_00659	CDS	759				hypothetical protein
ECADFAHP_00660	CDS	396				hypothetical protein
ECADFAHP_00661	CDS	1641	qbdA_1	1.1.9.1		Quinohemoprotein alcohol dehydrogenase ADH IIB
ECADFAHP_00662	CDS	774	ccoP2_1		COG2010	Cbb3-type cytochrome c oxidase subunit CcoP2
ECADFAHP_00663	CDS	819	mscS_1		COG0668	Small-conductance mechanosensitive channel
ECADFAHP_00664	CDS	705				hypothetical protein
ECADFAHP_00665	CDS	795	bepA_2	3.4.-.-	COG4783	Beta-barrel assembly-enhancing protease
ECADFAHP_00666	CDS	555				hypothetical protein
ECADFAHP_00667	CDS	639	ubiE_1	2.1.1.163		Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
ECADFAHP_00668	CDS	267				hypothetical protein
ECADFAHP_00669	CDS	222		3.1.3.5	COG0546	5'-nucleotidase
ECADFAHP_00670	CDS	468		3.1.3.5	COG0546	5'-nucleotidase
ECADFAHP_00671	CDS	291				hypothetical protein
ECADFAHP_00672	CDS	996	pqqB		COG1235	Coenzyme PQQ synthesis protein B
ECADFAHP_00673	CDS	387				hypothetical protein
ECADFAHP_00674	CDS	729				hypothetical protein
ECADFAHP_00675	CDS	507				hypothetical protein
ECADFAHP_00676	CDS	369				hypothetical protein
ECADFAHP_00677	CDS	441				hypothetical protein
ECADFAHP_00678	CDS	558				hypothetical protein
ECADFAHP_00679	CDS	2145	qgdA_2	1.1.9.1		Quinohemoprotein alcohol dehydrogenase ADH-IIG
ECADFAHP_00680	CDS	447				hypothetical protein
ECADFAHP_00681	CDS	1671		3.1.1.102		Mono(2-hydroxyethyl) terephthalate hydrolase
ECADFAHP_00682	CDS	708				hypothetical protein
ECADFAHP_00683	CDS	852	yeiG	3.1.2.12	COG0627	S-formylglutathione hydrolase YeiG
ECADFAHP_00684	CDS	1392		2.4.2.45	COG0382	Decaprenyl-phosphate phosphoribosyltransferase
